Q665622	Museum of Contemporary Art	museum in Basel, Switzerland	Museum of Contemporary Art (Basel)
Q5685364	Museum of Contemporary Art and Design		Museum of Contemporary Art and Design
Q6940816	Museum of Contemporary Art Cleveland		Museum of Contemporary Art Cleveland
Q3329582	Museum of Contemporary Art Jacksonville	museum in Jacksonville, Florida	Museum of Contemporary Art Jacksonville
Q6940820	Museum of Contemporary Art of Georgia		Museum of Contemporary Art of Georgia
Q2669644	Museum of Contemporary Art of Rome		Museum of Contemporary Art of Rome
Q3329587	Museum of Contemporary Art San Diego	museum in San Diego, California	Museum of Contemporary Art San Diego
Q3329586	Museum of Contemporary Art Shanghai	contemporary art museum in the city of Shanghai, China	Museum of Contemporary Art Shanghai
Q690242	Museum of Contemporary Art, Sydney		Museum of Contemporary Art Australia
Q1649688	Museum of Contemporary Art Tokyo		Museum of Contemporary Art Tokyo
Q6940822	Museum of Contemporary Canadian Art		Museum of Contemporary Canadian Art
Q14709081	Museum of Contemporary Craft		Museum of Contemporary Craft
Q3328434	Museum of Contemporary Photography		Museum of Contemporary Photography
Q11938049	Museum of Cretan Ethnology		Museum of Cretan Ethnology
Q6940827	Museum of Croydon		Museum of Croydon
Q639818	Museum of Cultures		Museum of Cultures (Basel)
Q665206	Museum of Cultures		Museum of Cultures (Lugano)
Q15715949	Museum of Death		Museum of Death
Q668213	Museum of Design		Museum of Design, Zürich
Q6940837	Museum of Design Atlanta		Museum of Design Atlanta
Q6940839	Museum of Discovery and Science		Museum of Discovery and Science
Q119160	Museum of Domestic Design and Architecture		Museum of Domestic Design and Architecture
Q6940842	Museum of East Anglian Life		Museum of East Anglian Life
Q3328433	Museum of East Asian Art, Bath		Museum of East Asian Art, Bath
Q11493579	Museum of Ehime History and Culture		Museum of Ehime History and Culture
Q675774	Museum of Ethnology, Hamburg		Museum of Ethnology, Hamburg
Q2808698	Museum of European and Mediterranean Civilisations		Museum of European and Mediterranean Civilisations
Q298289	Museum of Far Eastern Antiquities	museum in Stockholm, Sweden	Museum of Far Eastern Antiquities, Stockholm
Q1565911	Museum of Fine Arts	museum in Houston, USA	Museum of Fine Arts, Houston
Q1954748	Museum of Fine Arts	museum in St. Petersburg, Florida	Museum of Fine Arts (St. Petersburg, Florida)
Q2365880	Museum of Fine Arts	museum in Ghent, Belgium	Museum of Fine Arts, Ghent
Q49133	Museum of Fine Arts	art museum in Boston, Massachusetts	Museum of Fine Arts, Boston
Q5359197	Museum of Fine Arts	museum in Gifu, Japan	Museum of Fine Arts, Gifu
Q840886	Museum of Fine Arts	museum in Heroes' Square, Budapest, Hungary	Museum of Fine Arts (Budapest)
Q194622	Museum of Fine Arts Berne		Museum of Fine Arts Bern
Q3330203	Museum of Fine Arts, Dole	museum in Dole, France	Museum of Fine Arts, Dole
Q3773707	Museum of Fine Arts of Asturias		Museum of Fine Arts of Asturias
Q511	Museum of Fine Arts of Lyon	art museum in Lyon, France	Museum of Fine Arts of Lyon
Q1783956	Museum of Fine Arts of Nantes	art museum in Nantes, France	Musée des Beaux-Arts de Nantes
Q3098373	Museum of Fine Arts of Rennes	museum in Rennes, France	Museum of Fine Arts of Rennes
Q1402597	Museum of Flight	aerospace museum in Seattle, Washington, United States	Museum of Flight
Q6940864	Museum of Florida History		Museum of Florida History
Q2894440	Museum of Glass		Museum of Glass
Q4306259	Museum of Greek Folk Art		Museum of Greek Folk Art
Q1952944	Museum of Grenoble	museum in Grenoble, France	Museum of Grenoble
Q14875326	Museum of Health Care		Museum of Health Care
Q6940877	Museum of History & Industry		Museum of History & Industry (MOHAI)
Q3868188	Museum of Human Anatomy Luigi Rolando		Museum of Human Anatomy Luigi Rolando
Q3816087	Museum of Human Evolution		Museum of Human Evolution
Q1582462	Museum of Independence		Museum of Independence
Q6940883	Museum of Indian Arts and Culture		Museum of Indian Arts and Culture
Q6940884	Museum of Indian Culture		Museum of Indian Culture
Q6940891	Museum of International Folk Art		Museum of International Folk Art
Q6940905	Museum of Inuit Art		Museum of Inuit Art
Q3330629	Museum of Islamic Art, Cairo		Museum of Islamic Art, Cairo
Q1148353	Museum of Islamic Art, Doha		Museum of Islamic Art, Doha
Q3329639	Museum of Japanese Art		Museum of Japanese Art
Q839985	Museum of Jewish Heritage		Museum of Jewish Heritage
Q15197218	Museum of John Paul II and Primate Wyszyński		Museum of John Paul II and Primate Wyszyński
Q1229770	Museum of John Paul II Collection		Museum of John Paul II Collection
Q6940919	Museum of Latin American Art	art museum in Long Beach, California	Museum of Latin American Art
Q15260373	Museum of Lebanese Prehistory		Museum of Lebanese Prehistory
Q6940928	Museum of Liverpool		Museum of Liverpool
Q13043217	Museum of Local History in Ulcinj		Museum of Local History in Ulcinj
Q14686259	Museum of Local History (Milton, Florida)		Museum of Local History (Milton, Florida)
Q917820	Museum of London		Museum of London
Q2904846	Museum of London Docklands		Museum of London Docklands
Q3133557	Museum of Macedonia		Museum of Macedonia
Q1048709	Museum of Maritime Science		Museum of Maritime Science
Q6940939	Museum of Mathematics		Museum of Mathematics
Q1632115	Museum of Medieval Stockholm	museum in Stockholm, Sweden	Museum of Medieval Stockholm
Q1331646	Museum of Mediterranean and Near Eastern Antiquities	museum in Stockholm, Sweden	Medelhavsmuseet
Q642603	Museum of Modern and Contemporary Art of Trento and Rovereto	art museum in Trento and Rovereto, Italy	Museum of Modern and Contemporary Art of Trento and Rovereto
Q188740	Museum of Modern Art	art museum in Manhattan in New York City, USA	Museum of Modern Art
Q6940951	Museum of Modern Art, Toyama		Museum of Modern Art, Toyama
Q1956218	Museum of Modern Art, Warsaw		Museum of Modern Art, Warsaw
Q428559	Museum of Montserrat	art and archeological Museum in Catalonia	Museum of Montserrat
Q6940955	Museum of Motherhood		Museum of Motherhood
Q13477898	Museum of Musical Instruments, Céret		Museum of Musical Instruments, Céret
Q688704	Museum of Natural History	museum in Vienna	Naturhistorisches Museum
Q915603	Museum of New Zealand Te Papa Tongarewa		Museum of New Zealand Te Papa Tongarewa
Q2353030	Museum of Old and New Art		Museum of Old and New Art
Q1954754	Museum of Ontario Archaeology		Museum of Ontario Archaeology
Q11440555	Museum of Oriental Ceramics, Osaka		Museum of Oriental Ceramics, Osaka
Q6940980	Museum of Osteology		Museum of Osteology
Q1414479	Museum of Papermaking in Duszniki-Zdrój		Museum of Papermaking in Duszniki-Zdrój
Q4306141	Museum of Pavlos and Alexandra Kanellopoulou		Museum of Pavlos and Alexandra Kanellopoulou
Q6940986	Museum of Pawiak Prison		Museum of Pawiak Prison
Q564747	Museum of Photography	museum in Berlin	Museum of Photography
Q2331186	Museum of Photography Thessaloniki		Museum of Photography, Thessaloniki
Q6941004	Museum of Reading		Museum of Reading
Q15260380	Museum of Richmond		Museum of Richmond
Q1275123	Museum of Roman Civilization		Museum of Roman Civilization
Q2274725	Museum of Santa Cruz	museum in Toledo. Spain	Museum of Santa Cruz
Q1139748	Museum of Science		Museum of Science (Boston)
Q6941013	Museum of Science and History		Museum of Science and History
Q1414079	Museum of Science and Industry	museum in Chicago, Illinois, United States	Museum of Science and Industry (Chicago)
Q2638616	Museum of Science and Industry		Museum of Science and Industry (Manchester)
Q9047059	Museum of Science and Technology		Museum of Science and Technology (PUCRS)
Q1724367	Museum of Science & Industry		Museum of Science & Industry (Tampa)
Q15260382	Museum of Serbs of Croatia		Museum of Serbs of Croatia
Q1322466	Museum of Sex		Museum of Sex
Q683097	Museum of Sketches for Public Art		Museum of Sketches for Public Art
Q6941022	Museum of Slavonia	a museum in Osijek, Croatia	Museum of Slavonia
Q2187433	Museum of South Texas History		Museum of South Texas History
Q3330282	Museum of Stamps and Coins		Museum of Stamps and Coins
Q910232	Museum of Sydney		Museum of Sydney
Q14967484	Museum of Technology, Helsinki		Museum of Technology, Helsinki
Q6941062	Museum of the Albemarle		Museum of the Albemarle
Q2568412	Museum of the Americas		Museum of the Americas (Madrid)
Q6941069	Museum of the Apopkans		Museum of the Apopkans
Q3410548	Museum of the Asturian People		Museum of the Asturian People
Q2338274	Museum of Theatrical Arts of Serbia		Museum of Theatrical Arts of Serbia
Q6941076	Museum of the City of Athens		Museum of the City of Athens
Q968055	Museum of the City of Brussels		Museum of the City of Brussels
Q3736543	Museum of the Confederacy		Museum of the Confederacy
Q6941080	Museum of the Earth		Museum of the Earth
Q190694	Museum of the Great Patriotic War, Moscow		Museum of the Great Patriotic War, Moscow
Q429069	Museum of the History of Polish Jews		POLIN Museum of the History of Polish Jews
Q6941088	Museum of the History of Science, Oxford		Museum of the History of Science, Oxford
Q3076188	Museum of the Imperial Collections		Museum of the Imperial Collections
Q986531	Museum of the Macedonian Struggle		Museum of the Macedonian Struggle (Skopje)
Q1507198	Museum of the Mausoleum of the Nanyue King		Museum of the Mausoleum of the Nanyue King
Q4141258	Museum of the Meiji Restoration		Museum of the Meiji Restoration
Q465765	Museum of the Moving Image		Museum of the Moving Image (New York City)
Q3867927	Museum of the Risorgimento		Museum of the Risorgimento (Milan)
Q6941115	Museum of the Riverina		Museum of the Riverina
Q1628366	Museum of the Rockies		Museum of the Rockies
Q6941117	Museum of the Shenandoah Valley		Museum of the Shenandoah Valley
Q700376	Museum of the War of Chinese People's Resistance Against Japanese Aggression		Museum of the War of Chinese People's Resistance Against Japanese Aggression
Q5363525	Museum of Tin Toys		Museum of Tin Toys
Q318594	Museum of Tolerance		Museum of Tolerance
Q944404	Museum of Toys and Automata		Museum of Toys and Automata
Q1954764	Museum of Transport and Technology		Museum of Transport and Technology
Q6941039	Museum of Tropical Queensland		Museum of Tropical Queensland
Q1139126	Museum of Ukrainian folk art		Museum of Ukrainian folk art
Q1478298	Museum of Vancouver		Museum of Vancouver
Q4306116	Museum of Vera Mukhina		Museum of Vera Mukhina
Q1954759	Museum of Vertebrate Zoology	natural history museum at the University of California, Berkeley, USA	Museum of Vertebrate Zoology
Q2370910	Museum of Victims of Communism		Museum of Victims of Communism
Q6941048	Museum of Vojvodina	art and natural history museum in Novi Sad, Serbia	Museum of Vojvodina
Q1775086	Museum of Vuk and Dositej		Museum of Vuk and Dositej
Q6941043	Museum of Weapons and Early American History		Museum of Weapons and Early American History
Q9292226	Museum of Wellington City & Sea		Museum of Wellington City & Sea
Q1428076	Museum of Western and Oriental Art	art museum in Kiev, Ukraine	Museum of Western and Oriental Art
Q6941049	Museum of Wigan Life	centre in Wigan, Greater Manchester, England	Museum of Wigan Life
Q378377	Museum of World Culture	museum in Stockholm, Sweden	Museum of World Culture
Q2338290	Museum of Yugoslav History		Museum of Yugoslav History
Q4193904	Museum of Zoology of the University of São Paulo	a public natural history museum located in the historic Ipiranga district of São Paulo, Brazil	Museum of Zoology of the University of São Paulo
Q6940683	Museum Paleontologic and Archaeological Walter Ilha		Museum Paleontologic and Archaeological Walter Ilha
Q15260362	Museum Perumusan Naskah Proklamasi		Museum Perumusan Naskah Proklamasi
Q12499664	Museum Radya Pustaka		Radya Pustaka Museum
Q6940679	Museum Reksa Artha		Museum Reksa Artha
Q6940682	Museum Sang Nila Utama		Museum Sang Nila Utama
Q1624224	Museum Speelklok		Museum Speelklok
Q2191110	Museum Van Loon		Museum Van Loon
Q6940700	Museum Vincente Pallotti		Museum Vincente Pallotti
Q322160	Museum Witt		Museum Witt
Q861252	Museu Nacional d'Art de Catalunya	National Art Museum of Catalonia	Museu Nacional d'Art de Catalunya
Q1954370	Museu Nacional de Belas Artes	national art museum in the city of Rio de Janeiro, Brazil	Museu Nacional de Belas Artes
Q3328425	Museu Paraense Emílio Goeldi		Museu Paraense Emílio Goeldi
Q371803	Museu Paulista		Museu Paulista
Q1050032	Museu Picasso		Museu Picasso
Q6941426	Music	public art work by Karl Kahlich	Music (sculpture)
Q1131318	Musical Instrument Museum	museum in Brussels, Belgium	Musical Instrument Museum (Brussels)
Q6941532	Music Hall, Shrewsbury		Shrewsbury Museum and Art Gallery
Q2749161	Music Museum		Music Museum (Basel)
Q1025661	Musina		Musina
Q6942851	Muskö naval base		Muskö naval base
Q6944087	Muttart Conservatory		Muttart Conservatory
Q1569444	Mütter Museum		Mütter Museum
Q6944268	Muurola railway station	railway station in Rovaniemi, Finland	Muurola railway station
Q15260464	Muzeul Memoriei Neamului		Muzeul Memoriei Neamului
Q6944434	Muzeum Śląska Cieszyńskiego		Muzeum Śląska Cieszyńskiego
Q6944427	Muzeum Těšínska		Muzeum Těšínska
Q1025907	Muzhi		Muzhi, Yamalo-Nenets Autonomous Okrug
Q2410932	My God, Help Me to Survive This Deadly Love		My God, Help Me to Survive This Deadly Love
Q4320491	Mykolayiv Regional Museum of Local History		Mykolayiv Regional Museum of Local History
Q1583034	Myresjöhus Arena		Myresjöhus Arena
Q6948173	Myreton Motor Museum		Myreton Motor Museum
Q105503	Myski		Myski
Q1020259	Mys Shmidta		Mys Shmidta
Q1890082	Mystic Seaport		Mystic Seaport
Q23185	Mytishchi	city in Mytishchinsky District of Moscow Oblast, Russia	Mytishchi
Q2617701	Mzoli's	butchery and restaurant in Cape Town, South Africa	Mzoli's
Q1417226	Nääs Castle		Nääs Castle
Q95041	Naberezhnye Chelny	city in the Republic of Tatarstan, Russia	Naberezhnye Chelny
Q929357	Nabha State		Nabha State
Q1093757	Nabokov House		Nabokov House
Q946647	Nacka Municipality	municipality in Stockholm County, Sweden	Nacka Municipality
Q1549630	Nackasändaren		Nackasändaren
Q1812648	Näckrosen metro station	metro station in Solna, northwest Stockholm	Näckrosen metro station
Q156455	Nacogdoches County	county in Texas, USA	Nacogdoches County, Texas
Q29138	Nadezhdinsky District	district in Primorsky Krai, Russia	Nadezhdinsky District
Q4176756	Nærum Line		Nærum Line
Q316197	Naga	city in the province of Cebu, Philippines	Naga, Cebu
Q1013195	Nagahama Castle		Nagahama Castle
Q6149771	Nagai Botanical Garden		Nagai Botanical Garden
Q5359309	Nagai Park		Nagai Park
Q1099077	Nagasaki Atomic Bomb Museum		Nagasaki Atomic Bomb Museum
Q73613	Nagasaki Museum of History and Culture		Nagasaki Museum of History and Culture
Q15933226	Nagi Museum Of Contemporary Art		Nagi Museum Of Contemporary Art
Q4311676	Nagornyi	urban-type settlement in north east Russia	Nagorny, Sakha Republic
Q6958940	Nagoya/Boston Museum of Fine Arts		Nagoya/Boston Museum of Fine Arts
Q648629	Nagoya Castle	a Japanese castle located in Nagoya, central Japan	Nagoya Castle
Q469573	Nagoya City Art Museum		Nagoya City Art Museum
Q10990728	Nagoya City Museum		Nagoya City Museum
Q11415016	Nagoya City Science Museum		Nagoya City Science Museum
Q11349820	Nagoya City Tram & Subway Museum		Nagoya City Tram & Subway Museum
Q6132866	Nagoya Gakuin University		Nagoya Gakuin University
Q3824858	Nagpur Province		Nagpur Province
Q628156	Nagy-Küküllő County		Nagy-Küküllő County
Q37272	Nairn Falls Provincial Park	Canadian park	Nairn Falls Provincial Park
Q3870	Nairobi	capital city of Kenya	Nairobi
Q290922	Naismith Memorial Basketball Hall of Fame		Naismith Memorial Basketball Hall of Fame
Q6960289	Nakanoshima Park		Nakanoshima Park
Q1347765	Nakhichevan-on-Don		Nakhichevan-on-Don
Q156658	Nakhodka	town in Primorksy Krai, Russia	Nakhodka
Q2626420	Nakhodka, Yamalo-Nenets Autonomous Okrug		Nakhodka, Yamalo-Nenets Autonomous Okrug
Q5265	Nalchik	city in the south of Russia	Nalchik
Q6961352	Namazi Hospital		Namazi Hospital
Q6961367	Namba Parks		Namba Parks
Q1964257	Namibia Breweries Limited		Namibia Breweries Limited
Q6962152	Namık Kemal House Museum, Tekirdağ		Namık Kemal House Museum, Tekirdağ
Q17389925	Nam Pung Dam		Nam Pung Dam
Q6962322	Nana on a Dolphin	artwork by Niki de Saint Phalle	Nana on a Dolphin
Q2473125	Nancy 2 University	French university	Nancy 2 University
Q667821	Nanjing Foreign Language School		Nanjing Foreign Language School
Q254204	Nankai University	public research university in Tianjin, China	Nankai University
Q1188068	Nanticoke	city in central Luzerne County, Pennsylvania	Nanticoke, Pennsylvania
Q3329740	Nantong museum		Nantong Museum
Q568334	Nantucket Whaling Museum		Nantucket Whaling Museum
Q3530048	Napier Museum		Napier Museum
Q676470	Napier, Western Cape		Napier, Western Cape
Q6964980	Naples Museum of Art		Naples Museum of Art
Q637248	Naples National Archaeological Museum		Naples National Archaeological Museum
Q1439502	Napoleon as Mars the Peacemaker	statue by Antonio Canova	Napoleon as Mars the Peacemaker
Q1139847	Nara Dreamland		Nara Dreamland
Q6965236	Nara Hotel		Nara Hotel
Q147312	Nara National Museum		Nara National Museum
Q11445177	Nara Prefecture Complex of Man'yo Culture		Nara Prefecture Complex of Man'yo Culture
Q1050042	Narayanhity Palace Museum		Narayanhity Palace
Q943153	Nardaran Fortress		Nardaran Fortress
Q163986	Narimanov		Narimanov, Astrakhan Oblast
Q7071390	När Lighthouse		När Lighthouse
Q164001	Naro-Fominsk		Naro-Fominsk
Q2977081	Narowal		Narowal
Q2713089	Narva, Primorsky Krai		Narva, Primorsky Krai
Q2174	Naryan-Mar	city in the north of Russia	Naryan-Mar
Q6952441	NASA Visitor Center		NASA Visitor Center (Wallops Flight Facility)
Q749534	Näs Castle		Näs Castle
Q6966637	Nascentes do Rio Parnaíba National Park		Nascentes do Rio Parnaíba National Park
Q506235	Nash County	county in North Carolina, United States	Nash County, North Carolina
Q17544848	Nash-Patton Adobe	historic house in California	Nash-Patton Adobe
Q6967563	Nassau County Museum of Art	art museum in Roslyn Harbor, New York	Nassau County Museum of Art
Q505096	Nässjö Municipality	municipality in Jönköping County, Sweden	Nässjö Municipality
Q1029847	Natalia Republic		Natalia Republic
Q917867	Natal Province		Natal Province
Q6968400	Nataqua Territory		Nataqua Territory
Q23548	National Aeronautics and Space Administration	space-related agency of the United States government	NASA
Q6970206	National Afro-American Museum and Cultural Center		National Afro-American Museum and Cultural Center
Q11637991	National Agriculture and Food Research Organization	Japanese research facility headquartered in Tsukuba Science City, Ibaraki, and the workforce is located in Tsukuba and in several cities and towns throughout Japan	National Agriculture and Food Research Organization
Q752669	National Air and Space Museum	aerospace museum in Washington, DC, USA	National Air and Space Museum
Q6970239	National Air Force Museum of Canada		National Air Force Museum of Canada
Q6970252	National Airline History Museum	Aviation museum in Kansas City, Missouri	National Airline History Museum
Q547867	National and Kapodistrian University of Athens		National and Kapodistrian University of Athens
Q1497827	National Archaeological Museum		National Archaeological Museum (Bulgaria)
Q2342844	National Archaeological Museum		National Archaeological Museum (France)
Q637237	National Archaeological Museum	archaeological museum of Florence, Italy	National Archaeological Museum (Florence)
Q637187	National Archaeological Museum, Athens		National Archaeological Museum, Athens
Q1352282	National Archaeological Museum of Spain		National Archaeological Museum of Spain
Q8203649	National Archive of Catalonia	Is the body created by the Generalitat of Catalonia that holds both government and private documents relating to Catalonia's society, politics, economics and history.	National Archive of Catalonia
Q518155	National Archives and Records Administration	independent agency of the United States government which preserves and provides access to federal records	National Archives and Records Administration
Q6970415	National Archives Archeological Site	archeological site at the National Archives facility in College Park, Prince George's County, Maryland	National Archives Archeological Site (College Park, Maryland)
Q13037117	National Archives of Albania		Albanian National Archives
Q731616	National Army Museum	museum in London, England	National Army Museum
Q1362638	National Art Center		The National Art Center, Tokyo
Q1968108	National Art Gallery of Albania		National Art Gallery of Albania
Q6970476	National Art Glass Gallery		National Art Glass Gallery
Q2559128	National Art Museum of Azerbaijan	Art museum in Baku	National Art Museum of Azerbaijan
Q1189277	National Art Museum of Ukraine		National Art Museum of Ukraine
Q1327713	National Astronomical Observatory of Japan		National Astronomical Observatory of Japan
Q5558180	National Automobile Museum		National Automobile Museum
Q809892	National Baseball Hall of Fame and Museum		National Baseball Hall of Fame and Museum
Q6970971	National Bighorn Sheep Interpretive Center		National Bighorn Sheep Interpretive Center
Q3539656	National Bonsai Foundation		National Bonsai Foundation
Q6971100	National Border Patrol Museum		National Border Patrol Museum
Q3052500	National Botanic Garden of Belgium		Botanic Garden Meise
Q14707048	National Bottle Museum		National Bottle Museum
Q6971267	National Capital Trolley Museum		National Capital Trolley Museum
Q3336850	National Cartoon Museum		National Cartoon Museum
Q934589	National Center for Atmospheric Research		National Center for Atmospheric Research
Q82494	National Center for Biotechnology Information	database arm of the US National Library of Medicine	National Center for Biotechnology Information
Q6583130	National Children's Museum		National Children's Museum
Q6971523	National Civil War Naval Museum at Port Columbus		National Civil War Naval Museum at Port Columbus
Q12062380	National Coal Mining Museum for England		National Coal Mining Museum for England
Q3336862	National Collegiate Basketball Hall of Fame		National Collegiate Basketball Hall of Fame
Q538275	National Constitution Center		National Constitution Center
Q112368	National Cryptologic Museum		National Cryptologic Museum
Q14689261	National Czech & Slovak Museum & Library		National Czech & Slovak Museum & Library
Q477675	National Diet Library	national library in Japan	National Diet Library
Q15055388	National Etruscan Museum		National Etruscan Museum
Q2565882	National Film and Sound Archive	Australia’s audiovisual archive	National Film and Sound Archive
Q486449	National Folk Museum of Korea		National Folk Museum of Korea
Q14714556	National Fresh Water Fishing Hall of Fame		National Fresh Water Fishing Hall of Fame
Q180788	National Gallery	art gallery in London housing the British national collection of pre-20th century Western paintings	National Gallery
Q3622570	National Gallery for Foreign Art		National Gallery for Foreign Art
Q1419555	National Gallery in Prague	museum in Prague	National Gallery in Prague
Q2087788	National Gallery of Armenia	art museum in Yerevan, Armenia	National Gallery of Armenia
Q214867	National Gallery of Art	national art museum in Washington, D.C.	National Gallery of Art
Q795228	National Gallery of Australia	Art museum in Canberra	National Gallery of Australia
Q1068063	National Gallery of Canada	museum of art in Ottawa	National Gallery of Canada
Q6972830	National Gallery of Indonesia		National Gallery of Indonesia
Q2018379	National Gallery of Ireland		National Gallery of Ireland
Q1464509	National Gallery of Victoria	art museum in Melbourne, Australia	National Gallery of Victoria
Q6972824	National Gallery Zimbabwe		National Gallery Zimbabwe
Q2991098	National Gandhi Museum	museum located in New Delhi, India showcasing the life and principles of Mahatma Gandhi	National Gandhi Museum
Q6972904	National Glass Centre		National Glass Centre
Q3630755	National Handicrafts and Handlooms Museum, New Delhi	crafts museum in India	National Handicrafts and Handlooms Museum, New Delhi
Q5307955	National Hansen's Disease Museum		National Hansen's Disease Museum (Japan)
Q6972979	National Hansen's Disease Museum		National Hansen's Disease Museum
Q1581154	National Historical Museum		National Historical Museum (Albania)
Q1968325	National Historical Museum		National Historical Museum (Bulgaria)
Q510993	National Historical Museum		National Historical Museum (Brazil)
Q57785	National Historical Museum		National Historical Museum (Argentina)
Q822101	National Historical Museum, Athens		National Historical Museum, Athens
Q2084457	National Historical Museum of Ukraine		National Historical Museum of Ukraine
Q14714812	National Historic Trails Interpretive Center		National Historic Trails Interpretive Center
Q6973522	National Infantry Museum		National Infantry Museum
Q4853049	National Institute for Japanese Language and Linguistics		National Institute for Japanese Language and Linguistics
Q1732774	National Institute for Medical Research		National Institute for Medical Research
Q1076542	National Institute of Advanced Industrial Science and Technology		National Institute of Advanced Industrial Science and Technology
Q1797789	National Institute of Aeronautics and Space		National Institute of Aeronautics and Space
Q1639564	National Institute of Astrophysics, Optics and Electronics	Mexican science research institute located in Tonantzintla, Puebla	National Institute of Astrophysics, Optics and Electronics
Q6973676	National Institute of Information and Communications Technology		National Institute of Information and Communications Technology
Q4346458	National Institute of Japanese Literature		National Institute of Japanese Literature
Q1213729	National Institute of Polar Research		National Institute of Polar Research (Japan)
Q390551	National Institutes of Health	medical research organization in the United States	National Institutes of Health
Q6973767	National Institutes of Natural Sciences, Japan		National Institutes of Natural Sciences, Japan
Q6973769	National Institution for Academic Degrees and University Evaluation		National Institution for Academic Degrees and University Evaluation
Q6973870	National Jazz Museum in Harlem	museum in New York City	National Jazz Museum in Harlem
Q6974030	National Law Enforcement Officers Memorial	artwork by Raymond Kaskey	National Law Enforcement Officers Memorial
Q1807425	National Liberal Club	London gentlemen's club	National Liberal Club
Q188915	National Library of Israel		National Library of Israel
Q953058	National Library of Sweden		National Library of Sweden
Q610753	National Library of Venezuela		National Library of Venezuela
Q1199924	National Maritime Museum	museum in London, England	National Maritime Museum
Q6974254	National Maritime Museum of Ireland		National Maritime Museum of Ireland
Q3054692	National Media Museum		National Media Museum
Q6974351	National Mining Hall of Fame		National Mining Hall of Fame
Q6974367	National Mississippi River Museum & Aquarium		National Mississippi River Museum & Aquarium
Q568785	National Motor Museum, Beaulieu		National Motor Museum, Beaulieu
Q15261134	National Motor Museum, Birdwood		National Motor Museum, Birdwood
Q842858	Nationalmuseum	art museum in Stockholm, Sweden	Nationalmuseum
Q1329563	National Museum	Museum in Wrocław, Poland	National Museum, Wrocław
Q194533	National Museum	art museum in Poland	National Museum, Poznań
Q195311	National Museum	museum in Krakow, Poland	National Museum, Kraków
Q6974436	National Museum and Art Gallery, Trinidad		National Museum and Art Gallery, Trinidad
Q1321874	National Museum Cardiff		National Museum Cardiff
Q1968661	National Museum, Gdańsk		National Museum, Gdańsk
Q153306	National Museum in Warsaw	museum in Warsaw, Poland	National Museum, Warsaw
Q1356138	National Museum, New Delhi		National Museum, New Delhi
Q715467	National Museum of Afghanistan		National Museum of Afghanistan
Q3073495	National Museum of African American History and Culture	museum in Washington, D.C.	National Museum of African American History and Culture
Q46812	National Museum of African Art	museum about African Art located in Washington, D.C., United States	National Museum of African Art
Q1164599	National Museum of Aleppo		National Museum of Aleppo
Q148584	National Museum of American History	museum in Washington, D.C.	National Museum of American History
Q6974447	National Museum of American Illustration		National Museum of American Illustration
Q6974449	National Museum of American Jewish History		National Museum of American Jewish History
Q6974450	National Museum of American Jewish Military History		National Museum of American Jewish Military History
Q212459	National Museum of Ancient Art		National Museum of Ancient Art
Q2898298	National Museum of Archaeology		National Museum of Archaeology, Malta
Q1319192	National Museum of Art of Romania	museum in Bucharest, Romania	National Museum of Art of Romania
Q1055037	National Museum of Art, Osaka		National Museum of Art, Osaka
Q1967496	National Museum of Australia		National Museum of Australia
Q2915627	National Museum of Beirut		National Museum of Beirut
Q4315025	National Museum of Bhutan		National Museum of Bhutan
Q568938	National Museum of Bosnia and Herzegovina		National Museum of Bosnia and Herzegovina
Q1850416	National Museum of Brazil	museum in Río de Janeiro, Brazil	National Museum of Brazil
Q1929750	National Museum of Cambodia		National Museum of Cambodia
Q6974458	National Museum of Catholic Art and History		National Museum of Catholic Art and History
Q19874	National Museum of Cinema	Italian motion picture museum	National Museum of Cinema
Q2033487	National Museum of Colombo		National Museum of Colombo
Q1967483	National Museum of Crime & Punishment		National Museum of Crime & Punishment
Q617254	National Museum of Damascus		National Museum of Damascus
Q1968666	National Museum of Eritrea	museum in Eritrea	National Museum of Eritrea
Q961766	National Museum of Ethnography		National Museum of Ethnography
Q17339437	National Museum of Ethnology		National Museum of Ethnology (Netherlands)
Q6974467	National Museum of Ethnology		National Museum of Ethnology (Portugal)
Q6974468	National Museum of Fine Arts, Chişinău		National Museum of Fine Arts, Chișinău
Q6974470	National Museum of Fine Arts, Malta	art museum in Valetta, Malta	National Museum of Fine Arts, Malta
Q902624	National Museum of Health and Medicine		National Museum of Health and Medicine
Q3330688	National Museum of History		National Museum of History
Q12736098	National Museum of History of Moldova		National Museum of History of Moldova
Q1467125	National Museum of Indonesia		National Museum of Indonesia
Q1631008	National Museum of Iran		National Museum of Iran
Q521251	National Museum of Iraq		National Museum of Iraq
Q1672840	National Museum of Ireland		National Museum of Ireland
Q6974473	National Museum of Ireland – Archaeology		National Museum of Ireland – Archaeology
Q6974474	National Museum of Ireland – Decorative Arts and History		National Museum of Ireland – Decorative Arts and History
Q3330690	National Museum of Japanese History	museum in Japan	National Museum of Japanese History
Q494407	National Museum of Korea		National Museum of Korea
Q6974476	National Museum of Language		National Museum of Language
Q1790447	National Museum of Lithuania		National Museum of Lithuania
Q917630	National Museum of Malaysia		National Museum (Malaysia)
Q697507	National Museum of Marine Biology and Aquarium	aquarium and museum in Checheng, Pingtung County, Taiwan[	National Museum of Marine Biology and Aquarium
